sub,motion,mean_thickness,residual,residual_z,outlier_type,cluster
sub-0333,1.1390129,2.4601029411764697,0.05377520762554555,0.41804188579988,normal,0.0
sub-0221,0.6193267,2.3266764705882355,-0.13578054903979764,-1.0555413783019103,normal,2.0
sub-0059,0.45173284,2.596676470588235,0.11611828969652604,0.9026893794368672,normal,0.0
sub-0278,0.40153846,2.3351323529411765,-0.15084712779355947,-1.172667118450293,normal,2.0
sub-0109,0.5028897,2.4640588235294114,-0.010974103796306256,-0.08531134045853594,normal,2.0
sub-0091,0.62673175,2.6330882352941174,0.17143100632795916,1.3326836721661834,normal,0.0
sub-0295,0.8745696,2.412485294117647,-0.022403932189626552,-0.17416542818581016,normal,0.0
sub-0038,0.50127923,2.5500147058823526,0.07480783795296198,0.5815469810592061,normal,0.0
sub-0049,0.54836625,2.5601029411764706,0.08998175921699492,0.699507188751307,normal,0.0
sub-0249,0.63676065,2.5180882352941176,0.05751418882758852,0.4471082682777753,normal,0.0
sub-0313,0.69857484,2.602529411764706,0.14863167564494928,1.1554444644616129,normal,0.0
sub-0341,0.58828187,2.454720588235294,-0.011089462788003157,-0.08620812714820808,normal,2.0
sub-0205,0.7121033,2.4296323529411765,-0.022804226808596617,-0.17727726958594073,normal,2.0
sub-0230,0.54386985,2.4886617647058817,0.018054944063067957,0.14035692649842682,normal,0.0
sub-0374,1.7088802,2.3158970588235293,-0.02888152312843051,-0.22452142774519515,normal,1.0
sub-0224,0.42132747,2.6495588235294116,0.1657166768310092,1.2882611736865675,normal,0.0
sub-0314,0.35911226,2.5298970588235297,0.03933528916720119,0.30578772612918537,normal,0.0
sub-0134,0.53934383,2.192426470588235,-0.2786691878789638,-2.16634017717678,sensitive,2.0
sub-0132,0.45514634,2.666661764705882,0.1864722626785036,1.4496125590496247,normal,0.0
sub-0061,0.25621128,2.710808823529412,0.2091331190715917,1.6257752845638003,normal,0.0
sub-0440,0.9290898,2.2237647058823526,-0.2052360055811917,-1.595479601020419,normal,2.0
sub-0216,1.2232375,2.3242352941176465,-0.07299566782739308,-0.5674593921844524,normal,1.0
sub-0263,1.0418059,2.393970588235294,-0.02285609547381684,-0.17768049024430752,normal,1.0
sub-0454,0.7933964,2.330720588235294,-0.11293583982679678,-0.8779494034563118,normal,2.0
sub-0151,0.5175864,2.6082941176470587,0.13484852375195633,1.0482959277281951,normal,0.0
sub-0456,0.31066766,2.3491323529411767,-0.14666172962300106,-1.1401303450690141,normal,2.0
sub-0078,0.87512153,2.416411764705882,-0.01841784978783112,-0.14317811120874502,normal,2.0
sub-0104,0.78791,2.5649558823529413,0.12070688955633635,0.9383605934270279,normal,0.0
sub-0106,1.2701102,2.4674558823529407,0.07528745850782848,0.5852754925811129,normal,1.0
sub-0120,1.227489,2.442911764705882,0.04613999074727859,0.3586866437986289,normal,1.0
sub-0191,0.6077862,2.5999411764705886,0.13623771230357606,1.0590953095900857,normal,0.0
sub-0028,1.1735858,2.3360147058823526,-0.0665789431486914,-0.5175765594853782,normal,1.0
sub-0186,1.1654642,2.237529411764706,-0.1659414197079805,-1.29000829731951,normal,1.0
sub-0123,0.66537905,2.342205882352941,-0.11527720198938907,-0.896150866491214,normal,2.0
sub-0070,0.33455434,2.4749852941176465,-0.01822888100401654,-0.1417090909997811,normal,2.0
sub-0079,0.31605524,2.582602941176471,0.08739075018278974,0.6793650014756022,normal,0.0
sub-0002,0.46505326,2.4538382352941177,-0.025281258819210173,-0.1965334134229688,normal,2.0
sub-0077,0.5122746,2.5251911764705888,0.05117187570818027,0.3978039019379375,normal,0.0
sub-0180,1.3867319,2.341705882352941,-0.037866685065544914,-0.29437097749615226,normal,1.0
sub-0382,0.84964013,2.2615294117647062,-0.17605234967892613,-1.3686094300511056,normal,2.0
sub-0367,0.82660866,2.581352941176471,0.14128364019762207,1.0983217357737967,normal,0.0
sub-0228,0.7520854,2.40329411764706,-0.044824150920188544,-0.3484574659485337,normal,2.0
sub-0087,0.5712947,2.6468088235294114,0.17916405431546334,1.3927994412430378,normal,0.0
sub-0016,0.5305032,2.36675,-0.1053005005437666,-0.8185932098954051,normal,2.0
sub-0119,0.37834913,2.6530147058823523,0.16453063576751292,1.2790410355464676,normal,0.0
sub-0045,0.96882147,2.59710294117647,0.17239349292474726,1.3401659252293452,normal,0.0
sub-0387,1.3048573,2.610882352941177,0.2224668282807074,1.7294299088527452,normal,0.0
sub-0274,0.43780297,2.4886617647058817,0.006599072710650855,0.051300383992949866,normal,2.0
sub-0389,0.81574893,2.412191176470589,-0.02905104172616957,-0.22583924458693475,normal,2.0
sub-0044,0.6902012,2.4322058823529416,-0.02259625806900134,-0.17566054604498813,normal,2.0
sub-0264,0.55667937,2.571014705882352,0.1017913916951465,0.7913138269729088,normal,0.0
sub-0143,0.6829431,2.4638382352941175,0.008252175708501674,0.06415140447538314,normal,2.0
sub-0258,0.77931446,2.662470588235294,0.2172932245801844,1.6892109465679683,normal,0.0
sub-0153,0.4341865,2.604014705882353,0.12156141302217849,0.9450035543172653,normal,0.0
sub-0006,0.35720295,2.698264705882353,0.20749671907575218,1.613054111175737,normal,0.0
sub-0350,0.4051105,2.4746764705882356,-0.0109172079931259,-0.08486903944463309,normal,0.0
sub-0280,0.9644267,2.302044117647059,-0.1231399926268093,-0.9572752390571941,normal,2.0
sub-0173,0.6829386,2.5533088235294117,0.09772227791629051,0.7596810342277414,normal,0.0
sub-0455,0.57433635,2.5462941176470584,0.07897786522458272,0.6139642629524543,normal,0.0
sub-0418,1.0270649,2.337147058823529,-0.08127174298697204,-0.6317965880689065,normal,1.0
sub-0413,0.6939689,2.580455882352941,0.1260606765603045,0.9799802786710982,normal,0.0
sub-0419,0.4187539,2.7116617647058825,0.2275416567170523,1.7688810043169059,normal,0.0
sub-0428,1.4141284,2.2485,-0.12811357796290412,-0.9959392830450039,normal,1.0
sub-0019,1.1168046,2.376470588235295,-0.032255777459385016,-0.2507524681440153,normal,1.0
sub-0023,1.6035495,2.2995,-0.0566549413646249,-0.44042858361179493,normal,1.0
sub-0159,0.83478916,2.5137647058823536,0.07457894890516181,0.5797676256014345,normal,0.0
sub-0026,0.44855517,2.4246029411764707,-0.05629844749810564,-0.4376572439031035,normal,2.0
sub-0321,0.6575342,2.610985294117647,0.15265491802525366,1.186720658565854,normal,0.0
sub-0301,1.4822078,2.3767941176470586,0.007533531005759819,0.05856474846753942,normal,1.0
sub-0063,0.8235648,2.403323529411764,-0.037074527052065154,-0.2882128380034606,normal,2.0
sub-0163,1.2082007,2.605897058823529,0.20704203056908144,1.609519418346585,normal,0.0
sub-0042,0.9718437,2.195514705882353,-0.2288683230565982,-1.779194346150427,normal,2.0
sub-0020,0.42663148,2.400897058823529,-0.08237222237518171,-0.6403515802120243,normal,2.0
sub-0162,0.83141255,2.5424117647058826,0.10286131320984282,0.7996312659454556,normal,0.0
sub-0071,0.63236153,2.485029411764706,0.023980233449442778,0.18641940135186544,normal,0.0
sub-0402,1.2431344,2.2598382352941178,-0.13524373983513271,-1.0513682892123155,normal,1.0
sub-0203,0.7124804,2.3720588235294113,-0.08033702711541402,-0.6245302212265111,normal,2.0
sub-0343,0.8662527,2.4137794117647062,-0.02200809057794162,-0.17108820391958113,normal,2.0
sub-0377,1.3106766,2.6470294117647053,0.2592424070735335,2.015318759659001,resistant,0.0
sub-0190,1.9075309,2.4841176470588233,0.16079455491921157,1.2499972000637616,normal,1.0
sub-0361,0.26558673,2.6203088235294114,0.11964572497713899,0.9301112297998206,normal,0.0
sub-0408,0.52253723,2.6283235294117646,0.1554126554176123,1.208158971702088,normal,0.0
sub-0255,0.80986696,2.275220588235294,-0.16665691867382026,-1.2955704987534926,normal,2.0
sub-0302,0.67229265,2.581161764705883,0.12442539142153919,0.9672677720455501,normal,0.0
sub-0288,1.048683,2.2254705882352948,-0.19061332663892916,-1.4818046837046983,normal,1.0
sub-0351,0.5929709,2.126397058823529,-0.33890654829901745,-2.6346180482908244,sensitive,2.0
sub-0388,0.8049626,2.2730735294117648,-0.16933367835426072,-1.3163793010632179,normal,2.0
sub-0394,0.63172185,2.465823529411764,0.004705261746586142,0.03657812922679607,normal,0.0
sub-0185,0.74921066,2.2073676470588235,-0.24106111099969363,-1.8739795880853791,normal,2.0
sub-0206,0.50661707,2.4195588235294117,-0.05507152505350854,-0.42811929890731487,normal,2.0
sub-0271,1.0512805,2.306676470588235,-0.1091268984092939,-0.8483391588216121,normal,1.0
sub-0355,0.67066914,2.47925,0.022338277712278476,0.17365503831037304,normal,2.0
sub-0140,0.9144378,2.561838235294118,0.13125501827317798,1.020360455727022,normal,0.0
sub-0241,0.500255,2.445264705882353,-0.030052785147437255,-0.23362667540134283,normal,2.0
sub-0426,0.4797093,2.321808823529412,-0.1557277286818266,-1.2106083127154088,normal,2.0
sub-0097,0.4609483,2.4665882352941173,-0.01297461958995072,-0.10086310551672036,normal,0.0
sub-0013,0.66526055,2.3251323529411767,-0.1323635301254602,-1.028977891263231,normal,2.0
sub-0141,0.57748544,2.5862058823529415,0.11922975089864352,0.9268774981993961,normal,0.0
sub-0243,0.3160919,2.3339705882352937,-0.161237643254311,-1.253441714578155,normal,2.0
sub-0282,1.2466872,2.40710294117647,0.012404690162993504,0.09643254387060098,normal,1.0
sub-0291,1.2379504,2.2617941176470593,-0.1338477611683455,-1.0405161218257428,normal,1.0
sub-0076,0.40512034,2.5641176470588243,0.07852503125760757,0.6104439870880315,normal,0.0
sub-0129,2.5444338,2.488151515151515,0.2336178291524562,1.8161164255360858,normal,1.0
sub-0326,0.8323424,2.3832941176470586,-0.05615590436546025,-0.43654913102711357,normal,2.0
sub-0238,1.1443663,2.3577794117647057,-0.04797012186464045,-0.37291385922641934,normal,1.0
sub-0398,1.5475689,2.348558823529412,-0.013642364805342755,-0.10605407513640298,normal,1.0
sub-0310,1.3367462,2.565485294117647,0.18051396557164834,1.403293486214981,normal,0.0
sub-0386,0.4667799,2.521470588235294,0.042537581795705215,0.3306819572891025,normal,0.0
sub-0046,0.7907331,2.334764705882353,-0.1091793748586225,-0.8487471043192878,normal,2.0
sub-0392,0.58927107,2.558764705882353,0.09306149450534162,0.7234486741411894,normal,0.0
sub-0158,0.9125722,2.177691176470589,-0.2530935367534548,-1.9675181939774342,normal,2.0
sub-0239,0.4246189,2.5091176470588237,0.02563099491862353,0.19925221907685509,normal,0.0
sub-0055,0.3567661,2.572955882352941,0.08214071307618243,0.6385518552419674,normal,0.0
sub-0043,0.47475016,2.545147058823529,0.06707488918054727,0.5214319832683203,normal,0.0
sub-0449,0.888983,2.3019705882352945,-0.13136190277297777,-1.0211913627533609,normal,2.0
sub-0066,1.3546394,2.3569117647058824,-0.02612698887153897,-0.2031080153922452,normal,1.0
sub-0005,0.38859373,2.6354705882352945,0.14809299753850658,1.151256846758219,normal,0.0
sub-0073,0.3958141,2.289014705882353,-0.197583040721379,-1.5359863883817286,normal,2.0
sub-0443,0.6573524,2.464588235294118,0.006238223690508526,0.04849518785275538,normal,2.0
sub-0236,0.4685865,2.586926470588235,0.10818858799112441,0.8410448484135808,normal,0.0
sub-0105,0.3288888,2.668441176470588,0.17461508839945417,1.3574363366835964,normal,0.0
sub-0304,1.2747235,2.253544117647059,-0.13812604160018704,-1.0737749505440188,normal,1.0
sub-0422,1.0161892,2.3135441176470595,-0.10604932623896524,-0.8244144892465894,normal,1.0
