condition,image_rmse_before,image_rmse_after,image_rmse_change_pct,image_mae_before,image_mae_after,image_mae_change_pct,grad_rmse_before,grad_rmse_after,grad_rmse_change_pct,grad_mae_before,grad_mae_after,grad_mae_change_pct
headmotion1,0.12399379288156827,0.11766740493476391,-4.590998928562434,0.046222121765216194,0.04360113168756167,-5.286688447235402,0.04895493853837252,0.045678999895850815,-5.868936217683358,0.016528430317218106,0.015171719714999199,-6.964997322838666
headmotion2,0.0769789566596349,0.07362224037448566,-3.8444726802859783,0.023820128447065752,0.02258063619956374,-5.550954182955853,0.039137396030128,0.03759173055489858,-3.2930496155346507,0.011431349984680613,0.010763448119784394,-5.113344952176011
